timestamp,tof0,tof1
1734907677.4976056,255.0,255.0
1734907677.4987683,255.0,255.0
1734907677.49905,255.0,255.0
1734907677.5005257,255.0,255.0
1734907677.500555,255.0,255.0
1734907677.5018744,255.0,255.0
1734907677.5023067,255.0,255.0
1734907677.5041435,255.0,255.0
1734907677.5042546,255.0,255.0
1734907677.505366,255.0,255.0
1734907677.5054538,255.0,255.0
1734907677.506818,255.0,255.0
1734907677.5084095,255.0,255.0
1734907677.509297,255.0,255.0
1734907677.5098438,255.0,255.0
1734907677.510081,255.0,255.0
1734907677.5110247,255.0,255.0
1734907677.5113542,255.0,255.0
1734907677.5125368,255.0,255.0
1734907677.5130122,255.0,255.0
1734907677.5145416,255.0,255.0
1734907677.5161097,255.0,255.0
1734907677.5165153,255.0,255.0
1734907677.517419,255.0,255.0
1734907677.5177,255.0,255.0
1734907677.5190084,255.0,255.0
1734907677.5190442,255.0,255.0
1734907677.5205402,255.0,255.0
1734907677.5205564,255.0,255.0
1734907677.5215125,255.0,255.0
1734907677.5217123,255.0,255.0
1734907677.522971,255.0,255.0
1734907677.523108,255.0,255.0
1734907677.524911,255.0,255.0
1734907677.526378,255.0,255.0
1734907677.5275688,255.0,255.0
1734907677.5275912,255.0,255.0
1734907677.528707,255.0,255.0
1734907677.5288465,255.0,255.0
1734907677.5300522,255.0,255.0
1734907677.5302746,255.0,255.0
1734907677.5314074,255.0,255.0
1734907677.5317843,255.0,255.0
1734907677.5330606,255.0,255.0
1734907677.533114,255.0,255.0
1734907677.5346317,255.0,255.0
1734907677.5347395,255.0,255.0
1734907677.5362256,255.0,255.0
1734907677.536257,255.0,255.0
1734907677.5375993,255.0,255.0
1734907677.5376492,255.0,255.0
1734907677.5386128,255.0,255.0
1734907677.5387592,255.0,255.0
1734907677.5399358,255.0,255.0
1734907677.5401127,255.0,255.0
1734907677.5413196,255.0,255.0
1734907677.5414512,255.0,255.0
1734907677.5427198,255.0,255.0
1734907677.5430276,255.0,255.0
1734907677.5441437,255.0,255.0
1734907677.5441666,255.0,255.0
1734907677.5459452,255.0,255.0
1734907677.545961,255.0,255.0
1734907677.5475554,255.0,255.0
1734907677.5475812,255.0,255.0
1734907677.54908,255.0,255.0
1734907677.5493522,255.0,255.0
1734907677.550428,255.0,255.0
1734907677.5507417,255.0,255.0
1734907677.55173,255.0,255.0
1734907677.551746,255.0,255.0
1734907677.5532217,255.0,255.0
1734907677.5533566,255.0,255.0
1734907677.5557442,255.0,255.0
1734907677.5558586,255.0,255.0
1734907677.5571356,255.0,255.0
1734907677.5572698,255.0,255.0
1734907677.5585856,255.0,255.0
1734907677.5588267,255.0,255.0
1734907677.5601022,255.0,255.0
